"ST","STATE","ST_ABBR","STCNTY","COUNTY.x","FIPS","LOCATION","AREA_SQMI","E_TOTPOP.x","M_TOTPOP.x","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP.x","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP.x","MP_NOHSDP","EP_UNINSUR.x","MP_UNINSUR","EP_AGE65.x","MP_AGE65","EP_AGE17.x","MP_AGE17","EP_DISABL.x","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG.x","MP_LIMENG","EP_MINRTY.x","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE.x","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ.x","MP_GROUPQ","EPL_POV150","EPL_UNEMP.x","EPL_HBURD","EPL_NOHSDP.x","EPL_UNINSUR.x","SPL_THEME1","RPL_THEME1","EPL_AGE65.x","EPL_AGE17.x","EPL_DISABL.x","EPL_SNGPNT","EPL_LIMENG.x","SPL_THEME2","RPL_THEME2","EPL_MINRTY.x","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE.x","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ.x","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP.x","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT.x","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","Unique
Record
Serial
Number","Classification","Address","City","State","Country","Concatenated_Address","Latitude","Longitude","Facility_Type","Facility_Status","Facility_Code","V13"," Ground
Square
Feet"," Mezzanine
Square 
Feet"," Total Working
Square 
Feet","Zip","Nearest 
Major
Metro Market","Year","GEOID.x","closest_fips","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID.y","NAME","COUNTY.y","StateAbbr","StateDesc","Location","E_TOTPOP.y","M_TOTPOP.y","E_DAYPOP.y","SPL_EJI","RPL_EJI","SPL_SER","RPL_SER","EPL_OZONE","EPL_PM","EPL_DSLPM","EPL_TOTCR","SPL_EBM_THEME1","RPL_EBM_DOM1","EPL_NPL","EPL_TRI","EPL_TSD","EPL_RMP","EPL_COAL","EPL_LEAD","SPL_EBM_THEME2","RPL_EBM_DOM2","EPL_PARK","EPL_HOUAGE","EPL_WLKIND","SPL_EBM_THEME3","RPL_EBM_DOM3","EPL_RAIL","EPL_ROAD","EPL_AIRPRT","SPL_EBM_THEME4","RPL_EBM_DOM4","EPL_IMPWTR","SPL_EBM_THEME5","RPL_EBM_DOM5","SPL_EBM","RPL_EBM","EPL_MINRTY.y","SPL_SVM_DOM1","RPL_SVM_DOM1","EPL_POV200","EPL_NOHSDP.y","EPL_UNEMP.y","EPL_RENTER","EPL_HOUBDN","EPL_UNINSUR.y","EPL_NOINT","SPL_SVM_DOM2","RPL_SVM_DOM2","EPL_AGE65.y","EPL_AGE17.y","EPL_DISABL.y","EPL_LIMENG.y","SPL_SVM_DOM3","RPL_SVM_DOM3","EPL_MOBILE.y","EPL_GROUPQ.y","SPL_SVM_DOM4","RPL_SVM_DOM4","SPL_SVM","RPL_SVM","F_BPHIGH","F_ASTHMA","F_CANCER","F_MHLTH","F_DIABETES","F_HVM","RPL_HVM","E_OZONE","E_PM","E_DSLPM","E_TOTCR","E_NPL","E_TRI","E_TSD","E_RMP","E_COAL","E_LEAD","E_PARK","E_HOUAGE","E_WLKIND","E_RAIL","E_ROAD","E_AIRPRT","E_IMPWTR","EP_MINRTY.y","EP_POV200","EP_NOHSDP.y","EP_UNEMP.y","EP_RENTER","EP_HOUBDN","EP_UNINSUR.y","EP_NOINT.y","EP_AGE65.y","EP_AGE17.y","EP_DISABL.y","EP_LIMENG.y","EP_MOBILE.y","EP_GROUPQ.y","EP_BPHIGH","EP_ASTHMA","EP_CANCER","EP_MHLTH","EP_DIABETES","EPL_BPHIGH","EPL_ASTHMA","EPL_CANCER","EPL_DIABETES","EPL_MHLTH"
12,"Florida","FL",12086,"Miami-Dade County",12086011412,"Census Tract 114.12; Miami-Dade County; Florida",70.782482742128,7618,1718,2837,641,2680,665,995,622,0,21,1353,699,443,312,799,402,139,155,2296,668,591,378,359,316,725,416,6946,1779,918,343,0,21,0,29,20,38,0,21,13.1,7.6,0,1.2,50.5,22.9,9.1,6,10.6,5.4,1.8,2.2,30.1,7,7.8,5.3,13.4,11.3,10.7,5.7,91.2,11.1,32.3,9.6,0,1.7,0,1,0.7,1.4,0,0.3,0.3329,0,0.9523,0.5272,0.6987,2.5111,0.509,0.0113,0.9018,0.1642,0.8958,0.8874,2.8605,0.7287,0.9162,0.9162,0.9162,0.8726,0,0,0.1028,0,0.9754,0.0801,7.2632,0.4376,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2886,90,126,1922,1294,4362,1617,38,65,0,21,0,21,602,634,22,39,3.4,4.6,25.2,15.2,57.3,15.4,0.5,0.9,0,0.7,0,0.7,7.9,8.5,0.3,0.5,547280,"Warehouse","3750 Palm Drive","Homestead, Miami","Florida","USA","3750 Palm Drive, Homestead, Miami, Florida 33035-1208",25.44663,-80.422032,"D","New Confirmed","DMF9","D","145,125","-","145,125","33035-1208","Miami","2024",12086011412,12086011404,12,86,11404,"1400000US12086011404",12086011404,114.04,"Miami-Dade","FL","Florida","Census Tract 114.04, Miami-Dade County, Florida",8729,722,6272,1.6285,0.6803,1.0285,0.5407,0,0.0479,0.078,0.3306,0.4565,0.0597,0,0.3219,0,0.6295,0,0,0.9514,0.5902,0.4198,0.0446,0.4226,0.887,0.0501,0.2554,0.2074,0,0.4628,0.1495,0.3742,0.3742,0.3742,3.1319,0.029,0.9108,0.9108,0.9108,0.9853,0.9857,0.9274,0.9018,0.9276,0.9952,0.8572,6.5802,0.9969,0.0494,0.713,0.7716,0.9372,2.4712,0.8495,0.8562,0.9836,1.8398,0.9896,11.802,0.9995,0,1,0,1,1,3,0.6,0,6.23,0.13,27.35,0,0.85,0,0.18,0,0,97.85,6.57,10.5,0.28,3.82,0,29.41,90.1,76.366,45.7,12.3,71.1,48.3146,37.6,30.6,6.1,25.2,17.2,16.7,15.6,34.3,31.3,11.5,3.9,24.7,14.9,0.4642,0.8594,0.0528,0.8547,0.9941
12,"Florida","FL",12086,"Miami-Dade County",12086014100,"Census Tract 141; Miami-Dade County; Florida",13.547130371942,1876,198,26,26,26,26,22,31,0,15,5,27,712,128,0,15,185,97,51,83,17,24,0,21,230,106,1651,220,0,21,0,15,0,21,0,15,1752,148,17.7,16.4,0,51.5,19.2,100,44.7,7.6,0,31.9,9.9,5,2.7,4.3,13.7,28.8,0,80.8,12.3,5.5,88,7.2,0,80.8,0,72.1,0,80.8,0,72.1,93.4,12.6,0.473,0,0.3179,0.9874,0,1.7783,0.2885,0.1722,0.0155,0.5663,0,0.9059,1.6599,0.1011,0.8945,0.8945,0.8945,0,0,0,0,0.9954,0.9954,0.0842,5.3281,0.1576,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,10663,15,24,711,133,934,197,6,12,0,15,0,15,0,15,0,15,57.7,54.6,37.9,6.1,49.8,9,0.3,0.7,0,2.6,0,2.6,0,2.6,0,2.6,6773716,"Warehouse","1900 NW 132nd Place","Doral, Miami","Florida","USA","1900 NW 132nd Place , Doral, Miami, Florida 33182-1920",25.792998,-80.410867,"S","Existing","MIA5/
MIA7/
HMI1","M","335,841","-","335,841","33182-1920","Miami","2014",12086014100,12086014100,12,86,14100,"1400000US12086014100",12086014100,141,"Miami-Dade","FL","Florida","Census Tract 141, Miami-Dade County, Florida",2765,968,5028,NA,NA,NA,NA,0,0.1863,0.7394,0.4046,1.3303,0.2701,0,0.6013,0,0,0,0,0.6013,0.3723,0.6782,NA,0.6186,NA,NA,0.5422,0.4574,0,0.9996,0.4823,0.805,0.805,0.805,NA,NA,0.8582,0.8582,0.8582,0,0.9771,NA,NA,NA,NA,NA,NA,NA,0.6399,0,0,0.8999,1.5398,0.162,NA,0.9975,NA,NA,NA,NA,0,0,0,1,0,1,0.2,0,7.4,0.62,28.95,0,34.67,0,0,0,0,26.36,NA,7.67,44.62,42.56,0,96.51,81,0,41.7,NA,NA,NA,NA,NA,18,0,-666666666,12.3,NA,100,24.2,7.3,2.3,15.6,7.2,0.1057,0.0175,0.0094,0.0952,0.6768
12,"Florida","FL",12086,"Miami-Dade County",12086014100,"Census Tract 141; Miami-Dade County; Florida",13.547130371942,1876,198,26,26,26,26,22,31,0,15,5,27,712,128,0,15,185,97,51,83,17,24,0,21,230,106,1651,220,0,21,0,15,0,21,0,15,1752,148,17.7,16.4,0,51.5,19.2,100,44.7,7.6,0,31.9,9.9,5,2.7,4.3,13.7,28.8,0,80.8,12.3,5.5,88,7.2,0,80.8,0,72.1,0,80.8,0,72.1,93.4,12.6,0.473,0,0.3179,0.9874,0,1.7783,0.2885,0.1722,0.0155,0.5663,0,0.9059,1.6599,0.1011,0.8945,0.8945,0.8945,0,0,0,0,0.9954,0.9954,0.0842,5.3281,0.1576,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,10663,15,24,711,133,934,197,6,12,0,15,0,15,0,15,0,15,57.7,54.6,37.9,6.1,49.8,9,0.3,0.7,0,2.6,0,2.6,0,2.6,0,2.6,3490808,"Warehouse","13450 NW 14th Street","Miami","Florida","USA","13450 NW 14th Street, Miami, Florida 33182-1418",25.785935,-80.413159,"D","Existing","DMF5","D","216,780","-","216,780","33182-1418","Miami","2020",12086014100,12086014100,12,86,14100,"1400000US12086014100",12086014100,141,"Miami-Dade","FL","Florida","Census Tract 141, Miami-Dade County, Florida",2765,968,5028,NA,NA,NA,NA,0,0.1863,0.7394,0.4046,1.3303,0.2701,0,0.6013,0,0,0,0,0.6013,0.3723,0.6782,NA,0.6186,NA,NA,0.5422,0.4574,0,0.9996,0.4823,0.805,0.805,0.805,NA,NA,0.8582,0.8582,0.8582,0,0.9771,NA,NA,NA,NA,NA,NA,NA,0.6399,0,0,0.8999,1.5398,0.162,NA,0.9975,NA,NA,NA,NA,0,0,0,1,0,1,0.2,0,7.4,0.62,28.95,0,34.67,0,0,0,0,26.36,NA,7.67,44.62,42.56,0,96.51,81,0,41.7,NA,NA,NA,NA,NA,18,0,-666666666,12.3,NA,100,24.2,7.3,2.3,15.6,7.2,0.1057,0.0175,0.0094,0.0952,0.6768
12,"Florida","FL",12086,"Miami-Dade County",12086014100,"Census Tract 141; Miami-Dade County; Florida",13.547130371942,1876,198,26,26,26,26,22,31,0,15,5,27,712,128,0,15,185,97,51,83,17,24,0,21,230,106,1651,220,0,21,0,15,0,21,0,15,1752,148,17.7,16.4,0,51.5,19.2,100,44.7,7.6,0,31.9,9.9,5,2.7,4.3,13.7,28.8,0,80.8,12.3,5.5,88,7.2,0,80.8,0,72.1,0,80.8,0,72.1,93.4,12.6,0.473,0,0.3179,0.9874,0,1.7783,0.2885,0.1722,0.0155,0.5663,0,0.9059,1.6599,0.1011,0.8945,0.8945,0.8945,0,0,0,0,0.9954,0.9954,0.0842,5.3281,0.1576,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,10663,15,24,711,133,934,197,6,12,0,15,0,15,0,15,0,15,57.7,54.6,37.9,6.1,49.8,9,0.3,0.7,0,2.6,0,2.6,0,2.6,0,2.6,1786186,"Warehouse","1900 NW 132nd Place","Doral, Miami","Florida","USA","1900 NW 132nd Place , Doral, Miami, Florida 33182-1920",25.792998,-80.410867,"H","Existing","HMI1","H","-","-","-","33182-1920","Miami","2020",12086014100,12086014100,12,86,14100,"1400000US12086014100",12086014100,141,"Miami-Dade","FL","Florida","Census Tract 141, Miami-Dade County, Florida",2765,968,5028,NA,NA,NA,NA,0,0.1863,0.7394,0.4046,1.3303,0.2701,0,0.6013,0,0,0,0,0.6013,0.3723,0.6782,NA,0.6186,NA,NA,0.5422,0.4574,0,0.9996,0.4823,0.805,0.805,0.805,NA,NA,0.8582,0.8582,0.8582,0,0.9771,NA,NA,NA,NA,NA,NA,NA,0.6399,0,0,0.8999,1.5398,0.162,NA,0.9975,NA,NA,NA,NA,0,0,0,1,0,1,0.2,0,7.4,0.62,28.95,0,34.67,0,0,0,0,26.36,NA,7.67,44.62,42.56,0,96.51,81,0,41.7,NA,NA,NA,NA,NA,18,0,-666666666,12.3,NA,100,24.2,7.3,2.3,15.6,7.2,0.1057,0.0175,0.0094,0.0952,0.6768
12,"Florida","FL",12086,"Miami-Dade County",12086019402,"Census Tract 194.02; Miami-Dade County; Florida",1.82646130253,5924,821,1766,202,1724,196,1462,888,179,180,594,234,408,348,496,339,433,132,1686,471,183,88,185,109,533,275,4525,970,123,83,0,21,176,128,13,20,0,21,24.7,14.6,5.8,5.5,34.5,13,11.1,8.3,8.4,5,7.3,2,28.5,6.3,3.1,1.5,10.7,6.2,10.1,5,76.4,12.5,7,4.6,0,2.8,10.2,7.2,0.8,1.2,0,0.4,0.6481,0.6232,0.7625,0.6131,0.5961,3.243,0.7263,0.0839,0.8584,0.0113,0.827,0.8793,2.6599,0.6125,0.8268,0.8268,0.8268,0.5747,0,0.9123,0.1148,0,1.6018,0.2295,8.3315,0.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,15701,42,39,232,351,3813,689,288,173,0,21,0,21,125,140,67,105,2.4,2.3,3.9,5.8,64.4,9,4.9,3,0,0.8,0,0.8,2.1,2.3,1.1,1.8,2364094,"Warehouse","13320 SW 132nd Ave.","Kendall, Miami","Florida","USA","13320 SW 132nd Ave., Kendall, Miami, Florida 33186",25.643532,-80.407748,"D","Existing","DMI9","D","83,842","-","83,842","33186","Miami","2021",12086019402,12086019400,12,86,19400,"1400000US12086019400",12086019400,194,"Miami-Dade","FL","Florida","Census Tract 194, Miami-Dade County, Florida",8428,634,14718,0.7391,0.2037,0.7391,0.3075,0,0.1602,0.8402,0.536,1.5364,0.353,0,0.7845,0,0,0,0,0.7845,0.4801,0.464,0.013,0.2536,0.7306,0.0205,0.6982,0.45,0.9763,2.1245,0.9576,0.5712,0.5712,0.5712,5.7472,0.4577,0.832,0.832,0.832,0.4773,0.1604,0.2712,0.5359,0.7758,0.5478,0.1188,2.8872,0.368,0.1159,0.7467,0.012,0.8474,1.722,0.2675,0,0,0,0,5.4412,0.2814,0,0,0,0,0,0,0,0,7.22,0.77,31.92,0,87.23,0,0,0,0,89.71,1.83,13.17,84.91,41.17,65.54,59.56,75.8,28.7701,3.8,3.2,33.9,36.998,7.8,6,8.4,25.8,1.7,8.4,0,0,21.5,7.1,4.2,12.1,8.7,0.0502,0.0103,0.0785,0.242,0.2812
12,"Florida","FL",12086,"Miami-Dade County",12086980200,"Census Tract 9802; Miami-Dade County; Florida",2.043664140936,0,15,0,15,0,15,0,15,0,15,0,30,0,15,0,15,0,15,0,15,0,15,0,21,0,60,0,21,0,21,0,15,0,21,0,15,0,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1032,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7496814,"Warehouse","SW 157th Avenue","Miami","Florida","USA","SW 157th Avenue, Miami, Florida 33196",25.647577,-80.445843,"D","New Not Confirmed","","","145,125","-","145,125","33196","Miami","2025",12086980200,12086980200,12,86,980200,"1400000US12086980200",12086980200,9802,"Miami-Dade","","Florida","Census Tract 9802, Miami-Dade County, Florida",0,14,1533,NA,NA,NA,NA,0,0.1602,NA,NA,NA,NA,0,0.7492,0,0,0,0,0.7492,0.4608,0.6743,NA,0.7244,NA,NA,0.66,0,0.9936,1.6536,0.9024,0.4509,0.4509,0.4509,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.22,NA,NA,0,77.1,0,0,0,0,27.35,NA,6.5,74.94,0,100,40.26,0,0,NA,NA,NA,NA,NA,NA,NA,0,-666666666,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Florida","FL",12086,"Miami-Dade County",12086980500,"Census Tract 9805; Miami-Dade County; Florida",6.024030585748,411,154,188,64,164,58,102,79,7,10,58,37,6,9,75,55,18,16,68,56,19,16,11,12,63,81,371,166,138,54,0,15,19,15,0,15,0,15,24.8,16.8,3.1,4.5,35.4,18.8,2.2,3.6,18.2,12.6,4.4,3.9,16.5,11.2,4.6,4.1,6.7,6.9,16.5,20.4,90.3,22.1,73.4,14.2,0,23.1,11.6,6.9,0,25.8,0,3.6,0.6504,0.3112,0.7786,0.1077,0.8967,2.7446,0.582,0.0293,0.2108,0.0343,0.6312,0.9403,1.8459,0.157,0.91,0.91,0.91,0.9718,0,0.9292,0,0,1.901,0.3391,7.4015,0.4606,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,41824,9,16,29,35,330,139,0,15,0,15,0,15,12,17,0,15,5.5,9.3,7.1,8.9,80.3,14.8,0,11.4,0,11.4,0,11.4,2.9,4.3,0,11.4,5462562,"Warehouse","6701 NW 7th Street, Suite 199","Miami","Florida","USA","6701 NW 7th Street, Suite 199, Miami, Florida 33126",25.778792,-80.30535,"F","Existing","PMI2","P","100,000","-","100,000","33126","Miami","2020",12086980500,12086980500,12,86,980500,"1400000US12086980500",12086980500,9805,"Miami-Dade","","Florida","Census Tract 9805, Miami-Dade County, Florida",0,14,39155,NA,NA,NA,NA,0,0.2071,0.9752,0.5436,1.7259,0.4381,0.9734,0.7959,0,0.856,0,0,2.6253,0.9535,0.4763,NA,0.1839,NA,NA,0.7389,0.6644,0.9898,2.3931,0.9818,0.9093,0.9093,0.9093,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.57,1.63,32.09,36.36,90.39,0,31.35,0,0,86.79,NA,14,94.11,87.83,95.06,100,0,0,NA,NA,NA,NA,NA,NA,NA,0,-666666666,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Florida","FL",12086,"Miami-Dade County",12086980500,"Census Tract 9805; Miami-Dade County; Florida",6.024030585748,411,154,188,64,164,58,102,79,7,10,58,37,6,9,75,55,18,16,68,56,19,16,11,12,63,81,371,166,138,54,0,15,19,15,0,15,0,15,24.8,16.8,3.1,4.5,35.4,18.8,2.2,3.6,18.2,12.6,4.4,3.9,16.5,11.2,4.6,4.1,6.7,6.9,16.5,20.4,90.3,22.1,73.4,14.2,0,23.1,11.6,6.9,0,25.8,0,3.6,0.6504,0.3112,0.7786,0.1077,0.8967,2.7446,0.582,0.0293,0.2108,0.0343,0.6312,0.9403,1.8459,0.157,0.91,0.91,0.91,0.9718,0,0.9292,0,0,1.901,0.3391,7.4015,0.4606,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,41824,9,16,29,35,330,139,0,15,0,15,0,15,12,17,0,15,5.5,9.3,7.1,8.9,80.3,14.8,0,11.4,0,11.4,0,11.4,2.9,4.3,0,11.4,4342453,"Warehouse","3200 Northwest 67th Avenue","Miami","Florida","USA","3200 Northwest 67th Avenue, Miami, Florida 33122",25.80889,-80.306371,"G","Existing","MIA6/
DMI3/
FMI3/
UFL6","M","80,000","-","80,000","33122","Miami","2017",12086980500,12086980500,12,86,980500,"1400000US12086980500",12086980500,9805,"Miami-Dade","","Florida","Census Tract 9805, Miami-Dade County, Florida",0,14,39155,NA,NA,NA,NA,0,0.2071,0.9752,0.5436,1.7259,0.4381,0.9734,0.7959,0,0.856,0,0,2.6253,0.9535,0.4763,NA,0.1839,NA,NA,0.7389,0.6644,0.9898,2.3931,0.9818,0.9093,0.9093,0.9093,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.57,1.63,32.09,36.36,90.39,0,31.35,0,0,86.79,NA,14,94.11,87.83,95.06,100,0,0,NA,NA,NA,NA,NA,NA,NA,0,-666666666,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Florida","FL",12086,"Miami-Dade County",12086980500,"Census Tract 9805; Miami-Dade County; Florida",6.024030585748,411,154,188,64,164,58,102,79,7,10,58,37,6,9,75,55,18,16,68,56,19,16,11,12,63,81,371,166,138,54,0,15,19,15,0,15,0,15,24.8,16.8,3.1,4.5,35.4,18.8,2.2,3.6,18.2,12.6,4.4,3.9,16.5,11.2,4.6,4.1,6.7,6.9,16.5,20.4,90.3,22.1,73.4,14.2,0,23.1,11.6,6.9,0,25.8,0,3.6,0.6504,0.3112,0.7786,0.1077,0.8967,2.7446,0.582,0.0293,0.2108,0.0343,0.6312,0.9403,1.8459,0.157,0.91,0.91,0.91,0.9718,0,0.9292,0,0,1.901,0.3391,7.4015,0.4606,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,41824,9,16,29,35,330,139,0,15,0,15,0,15,12,17,0,15,5.5,9.3,7.1,8.9,80.3,14.8,0,11.4,0,11.4,0,11.4,2.9,4.3,0,11.4,3356947,"Warehouse","3200 Northwest 67th Avenue","Miami","Florida","USA","3200 Northwest 67th Avenue, Miami, Florida 33122",25.80889,-80.306371,"P","Existing","UFL6","U","-","-","-","33122","Miami","2017",12086980500,12086980500,12,86,980500,"1400000US12086980500",12086980500,9805,"Miami-Dade","","Florida","Census Tract 9805, Miami-Dade County, Florida",0,14,39155,NA,NA,NA,NA,0,0.2071,0.9752,0.5436,1.7259,0.4381,0.9734,0.7959,0,0.856,0,0,2.6253,0.9535,0.4763,NA,0.1839,NA,NA,0.7389,0.6644,0.9898,2.3931,0.9818,0.9093,0.9093,0.9093,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.57,1.63,32.09,36.36,90.39,0,31.35,0,0,86.79,NA,14,94.11,87.83,95.06,100,0,0,NA,NA,NA,NA,NA,NA,NA,0,-666666666,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Florida","FL",12086,"Miami-Dade County",12086980500,"Census Tract 9805; Miami-Dade County; Florida",6.024030585748,411,154,188,64,164,58,102,79,7,10,58,37,6,9,75,55,18,16,68,56,19,16,11,12,63,81,371,166,138,54,0,15,19,15,0,15,0,15,24.8,16.8,3.1,4.5,35.4,18.8,2.2,3.6,18.2,12.6,4.4,3.9,16.5,11.2,4.6,4.1,6.7,6.9,16.5,20.4,90.3,22.1,73.4,14.2,0,23.1,11.6,6.9,0,25.8,0,3.6,0.6504,0.3112,0.7786,0.1077,0.8967,2.7446,0.582,0.0293,0.2108,0.0343,0.6312,0.9403,1.8459,0.157,0.91,0.91,0.91,0.9718,0,0.9292,0,0,1.901,0.3391,7.4015,0.4606,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,41824,9,16,29,35,330,139,0,15,0,15,0,15,12,17,0,15,5.5,9.3,7.1,8.9,80.3,14.8,0,11.4,0,11.4,0,11.4,2.9,4.3,0,11.4,3149030,"Warehouse","3200 Northwest 67th Avenue","Miami","Florida","USA","3200 Northwest 67th Avenue, Miami, Florida 33122",25.80889,-80.306371,"D","Existing","DMI3/
FMI3","D","36,783","-","36,783","33122","Miami","2017",12086980500,12086980500,12,86,980500,"1400000US12086980500",12086980500,9805,"Miami-Dade","","Florida","Census Tract 9805, Miami-Dade County, Florida",0,14,39155,NA,NA,NA,NA,0,0.2071,0.9752,0.5436,1.7259,0.4381,0.9734,0.7959,0,0.856,0,0,2.6253,0.9535,0.4763,NA,0.1839,NA,NA,0.7389,0.6644,0.9898,2.3931,0.9818,0.9093,0.9093,0.9093,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.57,1.63,32.09,36.36,90.39,0,31.35,0,0,86.79,NA,14,94.11,87.83,95.06,100,0,0,NA,NA,NA,NA,NA,NA,NA,0,-666666666,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
